University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Course-Code,HKU-Course-Title
King's College London,,COMP0022,Database and Information Management Systems,COMP3278,
King's College London,,COMP0142,Machine Learning for Domain Specialists,COMP3314,
King's College London,,COMP0157,Quantum Computation,COMP3316,
King's College London,,COMP0141,Security,COMP3355,
King's College London,,COMP3007,Computer Systems,COMP3230,
King's College London,,COMP3013,Database and Information Management Systems,COMP3278,
King's College London,,COMP3058,Artificial Intelligence and Neural Computing,CSEL0002,
King's College London,,COMP209P,Cognitive Systems and Intelligent Technologies,CSEL0003,
King's College London,,PHIL2032,Applied Ethics,NCSE0001,
King's College London,,PHIL2033,Metaphysics,NCSE0002,
King's College London,,PHIL2045,Philosophy of Language,NCSE0003,
King's College London,,PHIL2053,Topics in Aristotle,NCSE0004,
King's College London,,PHIL2031,Morality and Literature,NCSE0005,
King's College London,,PHIL3054,Philosophy of Religion,NCSE0006,
King's College London,,PHIL1012,Knowledge and Reality,NCSE0007,
King's College London,,PHIL2051,Topics in Political Philosophy,NCSE0008,
King's College London,,MATH7601,Computational Methods,COMP3407,
King's College London,,5CCS2OSC,Operating Systems And Concurrency,COMP3230,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,5CCYB050,Signal and Image Processing,CSEL0001,
King's College London,,6CCS3NSE,Information Security,CSEL0002,
King's College London,,5AANB012,Philosophy Of Mind,NCSE0001,
King's College London,,5AANB011,Philosophy Of Language,NCSE0002,
King's College London,,5CCS2OSC,Operating Systems and Concurrency,COMP3230,
King's College London,,5CCS2OSC,Operating Systems And Concurrency,COMP3230,
King's College London,,5CCS2OSC,Operating Systems And Concurrency,COMP3230,
King's College London,,5CCS2OSC,Operating Systems and Concurrency,COMP3230,
King's College London,,6CCS3OME,Optimization Methods,COMP3250,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,6CCS3OME,Optimization Methods,COMP3250,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,5CCS2PLD,Programming Language Design Paradigms,COMP3259,
King's College London,,5CCS2PLD,Programming Language Design Paradigms,COMP3259,
King's College London,,4CCS1DBS,Database Systems,COMP3278,
King's College London,,4CCS1DBS,Database Systems,COMP3278,
King's College London,,4CCS1ISE,Introduction to Software Engineering,COMP3297,
King's College London,,4CCS1ISE,Introduction To Software Engineering,COMP3297,
King's College London,,4CCS1ISE,Introduction to Software Engineering,COMP3297,
King's College London,,4CCS1ISE,Introduction To Software Engineering,COMP3297,
King's College London,,4CCS1ISE,Introduction to Software Engineering,COMP3297,
King's College London,,6CCS3NSE,Information Security,COMP3355,
King's College London,,6CCS3NSE,Information Security,COMP3355,
King's College London,,6CCS3NSE,Information Security,COMP3355,
King's College London,,6CCS3NSE,Information Security,COMP3355,
King's College London,,6CCS3NSE,Information Security,COMP3355,
King's College London,,6CCS3SAD,Software Architecture And Design,CSEL0001,
King's College London,,6CCS3SAD,Software Architecture And Design,CSEL0001,
King's College London,,6CCS3COM,Computational Models,CSEL0002,
King's College London,,5CCS2PLD,Programming Language Design Paradigms,CSEL0002,
King's College London,,6CCS3COM,Computational Models,CSEL0003,
King's College London,,5CCS2OSC,Operating Systems and Concurrency,COMP3230,
King's College London,,5CCS2OSC,Operating Systems and Concurrency,COMP3230,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,5CCS2PLD,Programming Language Design Paradigms,COMP3259,
King's College London,,5CCS2PLD,Programming Language Design Paradigms,COMP3259,
King's College London,,5CCS2PLD,Programming Language Design Paradigms,COMP3259,
King's College London,,6CCS3NSE,Information Security,CSEL0001,
King's College London,,6CCS3NSE,Information Security,CSEL0001,
King's College London,,6CCS3NSE,Information Security,CSEL0001,
King's College London,,6CCS3SAD,Software Architecture And Design,CSEL0002,
King's College London,,6CCS3COM,Computational Models,CSEL0002,
King's College London,,5AAVC250,Digital Popular Culture,NCSE0001,
King's College London,,4CCC0030,Physical Chemistry 1,NCSE0002,
King's College London,,5CCS2OSC,Operating Systems and Concurrency,COMP3230,
King's College London,,5CCS2OSC,Operating Systems And Concurrency,COMP3230,
King's College London,,5CCS2OSC,Operating Systems and Concurrency,COMP3230,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,6CCS3OME,Optimization Methods,COMP3250,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,5CCS2PLD,Programming Language Design Paradigms,COMP3259,
King's College London,,6CCS3ML1,Machine Learning,COMP3314,
King's College London,,6CCS3ML1,Machine Learning,COMP3314,
King's College London,,6CCS3ML1,Machine Learning,COMP3314,
King's College London,,6CCS3SAD,Software Architecture and Design,CSEL0001,
King's College London,,6CCS3COM,Computational Models,CSEL0001,
King's College London,,6CCS3NSE,Network Security,CSEL0001,
King's College London,,6CCS3NSE,Network Security,CSEL0001,
King's College London,,6CCS3RSC,Real Time System and Control,CSEL0002,
King's College London,,6CCS3NSE,Information Security,CSEL0002,
King's College London,,6CCS3SAD,Software Architecture and Design,CSEL0002,
King's College London,,6CCS3NSE,Information Security,CSEL0003,
King's College London,,6CCS3SAD,Software Architecture and Design,CSEL0003,
King's College London,,6CCS3COM,Computational Models,CSEL0004,
King's College London,,6CCS3NSE,Information Security,NCSE0001,
King's College London,,5CCS2EES,Engineering and Entrepreneurial Skills,NCSE0001,
King's College London,,5SSMN224,Corporate Finance,NCSE0001,
King's College London,,6CCM338A,Mathematical Finance II: Continuous Time,NCSE0001,
King's College London,,5SSMN931,Intermediate Macroeconomics,NCSE0002,
King's College London,,6CCM242B,Statistical modelling,NCSE0002,
King's College London,,6SSMN310,Entrepreneurial Family Firms,NCSE0002,
King's College London,,4CCP1987,Introduction To Astrophysics,NCSE0003,
King's College London,,4QQMB102,Principles of Economics,NCSE0004,
King's College London,,5CCS2OSC,Operating Systems and Concurrency,COMP3230,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,5CCS2PLD,Programming Language Design Paradigms,COMP3259,
King's College London,,6CCS3SIA,Software Engineering Of Internet Applications,COMP3322,
King's College London,,6CCS3NSE,Network Security,CSEL0001,
King's College London,,6CCS3PRE,Pattern Recognition,CSEL0001,
King's College London,,6CCS3PRE,Pattern Recognition,CSEL0002,
King's College London,,6CCS3TSP,Text Searching and Processing,CSEL0004,
King's College London,,4AALJA11,JAPANESE STAGE 1,NCSE0001,
King's College London,,6CCM338A,Mathematical Finance II Continuous Time,NCSE0001,
King's College London,,4SSMN110,Economics,NCSE0004,
King's College London,,5CCS2OSC,Operating Systems and Concurrency,COMP3230,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,6CCS3OME,Optimisation Methods,COMP3250,
King's College London,,5CCS2PLD,Programming Language Design Paradigms,COMP3259,
King's College London,,6CCS3BIM,Biologically Inspired Methods,CSEL0001,
King's College London,,6CCS3BIM,Biologically Inspired Methods,CSEL0001,
King's College London,,6CCS3PRE,Pattern Recognition,CSEL0002,
King's College London,,6CCS3PRE,Pattern Recognition,CSEL0002,
King's College London,,5CCS2INS,Internet Systems,COMP3234,
King's College London,,6CCSOME,Optimsation Methods,COMP3250,
King's College London,,5CCS2PLD,Programming Language design Paradigms,COMP3259,
King's College London,,4CCS1ISE,Introduction to Software Engineering,COMP3297,
King's College London,,6CCS3SAD,Software Architecture and Design,COMP3297,
King's College London,,5CCS2PLD,Programming Language dEsign Paradigms,CSEL0001,
King's College London,,4CCS1DBS,Database Systems,CSEL0002,
King's College London,,6CCS3SAD,Software Architecture and Design,CSEL0003,
Korea University,,COSE242,Data Communications,COMP3234,
Korea University,,COSE361,Artificial Intelligence,COMP3270,
Korea University,,COSE371,Databases,COMP3278,
Korea University,,COSE362,Machine Learning,COMP3314,
Korea University,,COSE372,Database Systems,COMP3323,
Korea University,,COSE213,Data Structure,COMP2119,
Korea University,,COSE211,Discrete Mathematics,COMP2121,
Korea University,,COSE214,ALGORITHMS,COMP3250,
Korea University,,COSE361,Artificial Intelligence,COMP3270,
Korea University,,COSE157,3D CONTENT THEORY AND PRACTICE,CSEL0001,
Korea University,,COSE215,Theory of Computation,CSEL0002,
Kyoto University,,U-ENG29,39133 L Computer Architecture,COMP3231,
Kyoto University,,U-ENG29,39109 L Computer networks,COMP3234,
Lund University,,EDAN55,Advanced Algorithms,COMP3251,
Lund University,,EDAN40,Functional Programming,COMP3258,
Lund University,,EDAP01,Artificial Intelligence,COMP3270,
Lund University,,FMAN95,Computer Vision,COMP3317,
McGill University,,COMP310,Operating Systems,COMP3230,
McGill University,,COMP360,Algorithm Design,COMP3251,
McGill University,,COMP421,Database Systems,COMP3278,
McGill University,,COMP345,From Natural Language to Data Science,COMP3361,
McGill University,,COMP409,Concurrent Programming,CSEL0001,
McGill University,,COMP204,Computer Programming for Life Sciences,CSEL0002,
McGill University,,ECON219,Current Economic Problems: Topics,NCSE0001,
McGill University,,MATH204,Principles of Statistics 2,NCSE0001,
McGill University,,EPSC201,Understanding Planet Earth,NCSE0002,
McGill University,,COMP250,Introduction to Computer Science,COMP2119,
McGill University,,COMP273,Introduction to Computer Systems,COMP2120,
McGill University,,MATH240,Discrete Structures,COMP2121,
McGill University,,COMP310,Operating Systems,COMP3230,
McGill University,,COMP310,Operating Systems,COMP3230,
McGill University,,COMP535,Computer Networks 1,COMP3234,
McGill University,,COMP535,Computer Networks 1,COMP3234,
McGill University,,COMP360,Algorithm Design,COMP3250,
McGill University,,COMP360,Algorithm Design,COMP3250,
McGill University,,COMP360,Algorithm Design,COMP3250,
McGill University,,COMP251,Algorithms and Data Structures,COMP3251,
McGill University,,COMP302,Programming Languages and Paradigms,COMP3258,
McGill University,,COMP302,Programming Languages and Paradigms,COMP3259,
McGill University,,COMP421,Database Systems,COMP3278,
McGill University,,ECSE321,Introduction to Software Engineering,COMP3297,
McGill University,,ECSE321,Introduction to Software Engineering,COMP3297,
McGill University,,ECSE552,Deep learning,COMP3340,
McGill University,,COMP345,From Natural Language to Data Science,COMP3361,
McGill University,,COMP345,From Natural Language to Data Science,COMP3361,
McGill University,,COMP545,Natural Language Understanding with Deep Learning,CSEL0001,
McGill University,,INSY446,Data Mining for Business Analytics,FITE3010,
McGill University,,FRSL103,Near Beginners French,NCSE0001,
McGill University,,COMP273,Introduction to Computer Systems,COMP2120,
McGill University,,MATHDiscrete,Structures,COMP2121,
McGill University,,COMP310,Operationg Systems,COMP3230,
McGill University,,COMP310,Operating Systems,COMP3230,
McGill University,,COMP310,Operating Systems,COMP3230,
McGill University,,COMP310,Operating Systems,COMP3230,
McGill University,,COMP310,Operating Systems,COMP3230,
McGill University,,COMP360,Algorithm Design,COMP3250,
McGill University,,COMP251,Algorithms and Data Structures,COMP3250,
McGill University,,COMP360,Algorithm Design,COMP3250,
McGill University,,COMP360,Algorithm Design,COMP3251,
McGill University,,COMP302,Programming Languages and Paradigms,COMP3259,
McGill University,,COMP424,Artificial Intelligence,COMP3270,
McGill University,,COMP421,Database Systems,COMP3278,
McGill University,,COMP551,Applied Machine Learning,COMP3314,
McGill University,,COMP302,Programming Languages and Paradigms,CSEL0001,
McGill University,,COMP330,Theory of Computation,CSEL0002,
McGill University,,FINE444,Security Trading and Market Making,NCSE0001,
McGill University,,ECON208,Microeconomic Analysis and Applications,NCSE0001,
McGill University,,MGCR211,Introduction to Financial Accounting,NCSE0002,
McGill University,,COMP310,Operating Systems,COMP3230,
McGill University,,COMP310,Operating Systems,COMP3230,
McGill University,,COMP360,Algorithm Design,COMP3250,
McGill University,,COMP360,Algorithm Design,COMP3250,
McGill University,,COMP302,Programming Languages and Paradigms,COMP3259,
McGill University,,ECSE321,Introduction to Software Engineering,COMP3297,
McGill University,,ECSE321,Introduction to Software Engineering,COMP3297,
McGill University,,COMP551,Applied Machine Learning,COMP3314,
McGill University,,COMP551,Applied Machine Learning,COMP3314,
McGill University,,COMP307,Principles of Web Development,COMP3322,
McGill University,,COMP553,Algorithmic Game Theory,COMP3352,
McGill University,,COMP549,Brain-Inspired Artificial Intelligence,CSEL0001,
McGill University,,COMP321,Programming Challenges,CSEL0001,
McGill University,,COMP321,Programming Challenges,CSEL0002,
McGill University,,COMP302,Programming Languages and Paradigms,CSEL0002,
McGill University,,COMP330,Theory of Computation,CSEL0003,
McGill University,,MATH329,Theory of Interest,NCSE0001,
McGill University,,COMP310,Operating systems,COMP3230,
McGill University,,COMP310,Operating Systems,COMP3230,
McGill University,,COMP310,Operating Systems,COMP3230,
McGill University,,COMP535,Computer Networks 1,COMP3234,
McGill University,,COMP360,Algorithm design,COMP3250,
McGill University,,COMP360,Algorithm Design,COMP3250,
McGill University,,COMP360,Algorithm Design,COMP3250,
McGill University,,ECSE321,Introduction to software engineering,COMP3297,
McGill University,,COMP551,Applied Machine Learning,COMP3314,
McGill University,,COMP551,Applied Machine Learning,COMP3314,
McGill University,,COMP551,Applied Machine Learning,COMP3314,
McGill University,,COMP307,Principles of Web Development,COMP3322,
McGill University,,COMP307,Principles of Web Development,COMP3322,
McGill University,,COMP321,Programming Challenges,CSEL0001,
McGill University,,ECON208,Microeconomic analysis and application,NCSE0001,
McGill University,,MATH203,Principles of statistics 1,NCSE0001,
McGill University,,MUSR201,Audio Production Essentials,NCSE0001,
McGill University,,ECON208,Microeconomic analysis and application,NCSE0002,
McGill University,,MATH203,Principles of statistics 1,NCSE0002,
McGill University,,COMP310,,CSIS0230,
McGill University,,COMP360,,CSIS0250,
McGill University,,COMP303,,CSIS0297,
Nagoya University,,SIS-11-3014-J,Mathematical Informatics 8,COMP3250,
Nagoya University,,SIS-13-3011-J,Machine Learning,COMP3314,
Nanyang Technological University,,CZ2002,Object Oriented Design & Programming,COMP2396,
Nanyang Technological University,,CZ2005,Operating Systems,COMP3230,
Nanyang Technological University,,CZ3006,Net Centric Computing,COMP3234,
Nanyang Technological University,,CZ3006,Net Centric Computing,COMP3234,
Nanyang Technological University,,CZ3007,Compiler Techniques,COMP3235,
Nanyang Technological University,,CZ2001/,CSC202 ALGORITHMS,COMP3250,
Nanyang Technological University,,CZ4016,Advanced Topics in Algorithms,COMP3250,
Nanyang Technological University,,CZ2001/,CSC202 ALGORITHMS,COMP3250,
Nanyang Technological University,,CZ4016,Advanced Topics in Algorithms,COMP3250,
Nanyang Technological University,,CZ3005,Artificial Intelligence,COMP3270,
Nanyang Technological University,,CZ2003,Computer Graphics & Visual,COMP3271,
Nanyang Technological University,,CZ2003,Computer Graphics & Visualization,COMP3271,
Nanyang Technological University,,CZ2007,Introduction to Databases,COMP3278,
Nanyang Technological University,,CZ2006,Software Engineering,COMP3297,
Nanyang Technological University,,CZ2006,Software Engineering,COMP3297,
Nanyang Technological University,,CZ2002,Object Oriented Design & Programming,COMP2396,
Nanyang Technological University,,CZ2005,OPERATING SYSTEMS,COMP3230,
Nanyang Technological University,,CZ2005,OPERATING SYSTEMS,COMP3230,
Nanyang Technological University,,CZ2005,Operating Systems,COMP3230,
Nanyang Technological University,,CZ3006,Net Centric Computing,COMP3234,
Nanyang Technological University,,CZ3006,Net Centric Computing,COMP3234,
Nanyang Technological University,,CZ3007,Compiler Techniques,COMP3235,
Nanyang Technological University,,CZ4016,Advanced Topics in Algorithms,COMP3250,
Nanyang Technological University,,CZ4016,Advanced Topics in Algorithms,COMP3250,
Nanyang Technological University,,CZ3005,ARTIFICIAL INTELLIGENCE,COMP3270,
Nanyang Technological University,,CZ3005,ARTIFICIAL INTELLIGENCE,COMP3270,
Nanyang Technological University,,CZ3005,ARTIFICIAL INTELLIGENCE,COMP3270,
Nanyang Technological University,,CZ2003,COMPUTER GRAPHICS & VISUAL,COMP3271,
Nanyang Technological University,,CZ2007,Introduction to Databases,COMP3278,
Nanyang Technological University,,CZ2007,INTRODUCTION TO DATABASES,COMP3278,
Nanyang Technological University,,CZ2007,INTRODUCTION TO DATABASES,COMP3278,
Nanyang Technological University,,CZ2006,SOFTWARE ENGINEERING,COMP3297,
Nanyang Technological University,,CZ2006,SOFTWARE ENGINEERING,COMP3297,
Nanyang Technological University,,CZ2006,Software Engineering,COMP3297,
Nanyang Technological University,,CZ4041,Machine Learning,COMP3314,
Nanyang Technological University,,CZ4024,CRYPTOGRAPHY & NETWK SEC,COMP3355,
Nanyang Technological University,,LF9006,French Language Level 6,NCSE0001,
Nanyang Technological University,,CZ2005,Operating System,COMP3230,
Nanyang Technological University,,CZ3006,NET CENTRIC COMPUTING,COMP3234,
Nanyang Technological University,,CZ3006,Net Centric Computing,COMP3234,
Nanyang Technological University,,CZ4016,Advanced topics in Algorithms,COMP3250,
Nanyang Technological University,,MH3400,Algorithms for the Real World,COMP3250,
Nanyang Technological University,,CZ3005,Artificial Intelligence,COMP3270,
Nanyang Technological University,,CZ3005,Artificial intelligence,COMP3270,
Nanyang Technological University,,CZ2006,SOFTWARE ENGINEERING,COMP3297,
Nanyang Technological University,,CZ4001,VR and AR,CSEL0001,
Nanyang Technological University,,CZ3003,Software system analysis and design,CSEL0001,
Nanyang Technological University,,CZ3003,"Software Systems, Analysis and Design",CSEL0002,
Nanyang Technological University,,CZ2004,Human computer interaction,NCSE0001,
Nanyang Technological University,,MH3511,Data Analysis with Computer,NCSE0001,
Nanyang Technological University,,CZ2005,Operating Systems,COMP3230,
Nanyang Technological University,,CZ4016,ADVANCED TOPICS IN ALGORITHMS,COMP3250,
Nanyang Technological University,,CZ2003,COMPUTER GRAPHICS AND VISUALISATION,COMP3271,
Nanyang Technological University,,CZ2006,Software Engineering,COMP3297,
