University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Course-Code,HKU-Course-Title
Osaka University,Japan,-,Internationalization of Higher Education in Japan,JAPNxxxx,-
Osaka University,Japan,-,Introduction to Cultural Anthropology,SOCIxxxx,-
Osaka University,Japan,-,Japan: Society and Ideology,JAPNxxxx,-
Osaka University,Japan,-,Japanese JA100 – Track 2,JAPN1088,-
Osaka University,Japan,-,Osaka in Modern Japanese Literature,JAPNxxxx,-
Osaka University,Japan,-,Philosophical Thinking and Japanese Traditions,PHILxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,Development Economics,POLIxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,Foreign Policy of Japan,POLI3126,-
Ritsumeikan Asia Pacific University,Japan,-,Foundation Japanese I,JAPNxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,Foundation Japanese II,JAPNxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,Global History,HISTxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,History of International Politics,HISTxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,Identity and Politics,POLIxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,Japanese Culture and Society,JAPNxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,Japanese Economy,JAPNxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,Japanese Geography,JAPNxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,Media and Politics,POLIxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,"Peace, Humanity and Democracy",POLIxxxx,-
Ritsumeikan Asia Pacific University,Japan,-,Religions of the Asia Pacific,BSTCxxxx,-
Soka University,Japan,-,Chinese-Japanese Interpretation B,JAPNxxxx,-
Soka University,Japan,-,Chinese-Japanese Translation B,JAPNxxxx,-
Soka University,Japan,-,Contrastive Linguistics,LINGxxxx,-
Soka University,Japan,-,Cultural Representation II,CLITxxxx,-
Soka University,Japan,-,French 1,FRENxxxx,-
Soka University,Japan,-,International Relations,POLIxxxx,-
Soka University,Japan,-,Japanese 5,JAPNxxxx,-
Soka University,Japan,-,Japanese Communication 4B,JAPNxxxx,-
Soka University,Japan,-,Japanese Grammar 4,JAPNxxxx,-
Soka University,Japan,-,Japanese Listening 3B,JAPNxxxx,-
Soka University,Japan,-,Japanese Listening 4B,JAPNxxxx,-
Soka University,Japan,-,Japanese Listening 5A,JAPNxxxx,-
Soka University,Japan,-,Japanese Reading 3A,JAPNxxxx,-
Soka University,Japan,-,Japanese Reading 3B,JAPNxxxx,-
Soka University,Japan,-,Japanese Reading 4B,JAPNxxxx,-
Soka University,Japan,-,Japanese to Chinese Translation A,JAPNxxxx,-
Soka University,Japan,-,Japanese Writing 4,JAPNxxxx,-
Soka University,Japan,-,Japanese-Chinese Interpretation B ,JAPNxxxx,-
Soka University,Japan,-,Japanese-Chinese Translation A,JAPNxxxx,-
Soka University,Japan,-,Japanese-Chinese Translation B,JAPNxxxx,-
Soka University,Japan,-,Outline to Archaeology,HISTxxxx,-
Soka University,Japan,-,Professional Business Communication for Foreign Students 1,JAPNxxxx,-
Soka University,Japan,-,Second Language Acquisition Basic,LINGxxxx,-
Soka University,Japan,-,Thai 1,THAIxxxx,-
Soka University,Japan,-,Translation A,JAPNxxxx,-
Soka University,Japan,-,Translation Studies,CHINxxxx (Translation),-
Sophia University,Japan,-,Development of Japanese Civilization 1,JAPNxxxx,-
Sophia University,Japan,-,Japanese Pop Culture,JAPNxxxx,-
Sophia University,Japan,-,Remembering the War in Japanese Literature,JAPNxxxx,-
The University of Tokyo,Japan,-,Analysis of Japanese Education,JAPNxxxx,-
The University of Tokyo,Japan,-,English for Research (2) - Historical Introduction to Analytic Philosophy,PHILxxxx,-
The University of Tokyo,Japan,-,Seminar in the History of Religions II – “Explaining” Japanese Religion: A Critical Approach,JAPNxxxx,-
The University of Tokyo,Japan,-,Seminar: Japan in East Asia XIX (a) - Colonial legacies in Modern Southeast Asia,HISTxxxx,-
The University of Tokyo,Japan,-,Seminar: Japan in East Asia XXI – Philosophy of Globalisation,PHILxxxx,-
The University of Tokyo,Japan,-,Special Topics IV (Seminar) (b) [North American Studies] - The Seventies in the USA,HISTxxxx,-
The University of Tokyo,Japan,-,Topics in Cross-disciplinary Studies I – Human Sacrifice in Antiquity: Myth and History,HISTxxxx,-
Tokyo University of Foreign Studies,Japan,-,"""Regional Languages A (Italian II-9)"" + ""Regional Languages A (Italian II-10)""",ITAL3001,-
Tokyo University of Foreign Studies,Japan,-,American Culture Studies A - 19th-century American Literature,AMERxxxx,-
Tokyo University of Foreign Studies,Japan,-,An Introduction to Functional Syntax,LINGxxxx,-
Tokyo University of Foreign Studies,Japan,-,An Introduction to Japanese Dialects,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Aspects of Teaching Japanese to Speakers of Other Languages 2 ,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Business Japanese 1 - Career and Japanese Language,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Business Japanese 2,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Current Japanese Studies 616b,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,French A1 – French Basic Grammar,FRENxxxx,-
Tokyo University of Foreign Studies,Japan,-,French A1 – French Grammar for Beginners,FRENxxxx,-
Tokyo University of Foreign Studies,Japan,-,Global Society and Local Society 2,SOCI2006,-
Tokyo University of Foreign Studies,Japan,-,Interpretation/Translation Skills II,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Interpreting and Translation Studies 1 - Seminar: Interpretation/Translation Skills A,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Introduction to Okinawan 1,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Invitation to the World of Translation,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Japan in the World A - Japanese Art in the Edo Period: Cities and Power,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Japan in the World A - Reading Space in Contemporary Japanese Literature: Reality and Beyond,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Japan in the World B - Japanese Social Problems,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Japanese Communication 1,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Japanese Culture Studies B - Reading Two Types of Romance Novels: “And Then (Sorekara)” and “Kitchen (Kicchin)”,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Japanese Linguistics 2 - Various Perspectives in Pragmatics,LINGxxxx,-
Tokyo University of Foreign Studies,Japan,-,Japanese: Current Japanese Studies,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Japanese: Integrated-6 ,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Japanese: Integrated-7,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Japanese: Listening Comprehension 6 ,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Japanese: Reading Comprehension 3,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Linguistic Typology I,LING2013,-
Tokyo University of Foreign Studies,Japan,-,Morphology,LING2030,-
Tokyo University of Foreign Studies,Japan,-,North American Culture Studies 3 - Modern American Literature,AMERxxxx,-
Tokyo University of Foreign Studies,Japan,-,Regional Languages A (Italian III-1),ITAL3002,-
Tokyo University of Foreign Studies,Japan,-,Seminar in Japanese Literature and Culture 1 - Reading Natsume Soseki’s “Sanshiro” ,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Sociology of Education,SOCIxxxx,-
Tokyo University of Foreign Studies,Japan,-,Survey of Teaching Japanese to Speakers of Other Languages 1 - An Introduction to TJSOL ,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,The Wonder of Language B - Topics in Introductory Linguistics II,JAPNxxxx,-
Tokyo University of Foreign Studies,Japan,-,Understanding Culture - Reconsidering “Japanese” Through Cultural Aspects ,JAPNxxxx,-
Utsunomiya University,Japan,-,"""Intermediate Japanese II: Integrated Japanese"" + ""Intermediate Japanese II: Seminar A for Short Term Exchange Students"" + ""Kanji and the Culture of Kanji""",JAPNxxxx,-
Utsunomiya University,Japan,-,Cultural Anthropology ,SOCIxxxx,-
Utsunomiya University,Japan,-,Cultural Management,JAPNxxxx,-
Utsunomiya University,Japan,-,Gender Equality in Diversity Society,SOCI2012,-
Utsunomiya University,Japan,-,Intermediate Academic Writing B,JAPNxxxx,-
Utsunomiya University,Japan,-,Intermediate Japanese II Intermediate Kanji,JAPNxxxx,-
Utsunomiya University,Japan,-,Intermediate Japanese II: Kanji and Kanji Culture Japanese Studies major,JAPNxxxx,-
Utsunomiya University,Japan,-,Intermediate Japanese II: Listening A,JAPNxxxx,-
Utsunomiya University,Japan,-,International Community Studies F (Seminar in Disaster Studies),JAPNxxxx,-
Utsunomiya University,Japan,-,International Migration,JAPNxxxx,-
Utsunomiya University,Japan,-,Internationalization and Human Rights,POLIxxxx,-
Utsunomiya University,Japan,-,Introduction to Japanese History A ,JAPNxxxx,-
Utsunomiya University,Japan,-,Multicultural Societies: Introduction H (Study of International Society),JAPNxxxx,-
Utsunomiya University,Japan,-,Seminar B for Short Term Exchange Student,JAPNxxxx,-
Utsunomiya University,Japan,-,Seminar in Comparative Study of Culture,SOCI2091,-
Waseda University,Japan,-,Art and Lifestyle of Japan: As Seen Through Two Centuries of Japanese Arts and Crafts 01,JAPNxxxx,-
Waseda University,Japan,-,Aural-Oral: Practicing Daily Conversation and Usage 2,JAPNxxxx,-
Waseda University,Japan,-,Discourse Grammar in Japanese 5-6,JAPNxxxx,-
Waseda University,Japan,-,Empathetic Conversation 4-5,JAPNxxxx,-
Waseda University,Japan,-,Gender and Language in Modern Japanese Literature 51 ,JAPNxxxx,-
Waseda University,Japan,-,Honorific Expressions for Communication 2-3,JAPNxxxx,-
Waseda University,Japan,-,Honorific Expressions for Communication 5,JAPNxxxx,-
Waseda University,Japan,-,"How to Learn Japanese through ""Manga"" and ""Animation"" 5",JAPNxxxx,-
Waseda University,Japan,-,Improving Academic Speaking Skills 6-7,JAPNxxxx,-
Waseda University,Japan,-,Intensive Studies 20 (Introduction to Japanese Visual and Performing Arts 3),ARTHxxxx/FINExxxx,-
Waseda University,Japan,-,International Organizations and Japan,JAPNxxxx,-
Waseda University,Japan,-,Introduction to Modern Literature 5-6,JAPNxxxx,-
Waseda University,Japan,-,Japanese Art History 51,JAPNxxxx,-
Waseda University,Japan,-,Japanese Culture: Read & Discuss 3-4,JAPNxxxx,-
Waseda University,Japan,-,Japanese Economy 51,JAPNxxxx,-
Waseda University,Japan,-,Kanji 3,JAPNxxxx,-
Waseda University,Japan,-,Learning Japanese through Current News Topics 5-7,JAPNxxxx,-
Waseda University,Japan,-,Learning Japanese through Newspapers and News for Beginners 2-3,JAPNxxxx,-
Waseda University,Japan,-,Let's Enjoy Talking 2-3,JAPNxxxx,-
Waseda University,Japan,-,Listening Comprehension: Improving Accuracy in News Listening 6-7,JAPNxxxx,-
Waseda University,Japan,-,"Listening Comprehension: Radio News, Note-taking, and Summarization Exercises 6",JAPNxxxx,-
Waseda University,Japan,-,Modern Asia,CHINxxxx (CHC),-
Waseda University,Japan,-,"My Cool Japan, Your Cool Japan 3-5",JAPNxxxx,-
Waseda University,Japan,-,Reading Literature 4,JAPNxxxx,-
Waseda University,Japan,-,Reading Picture Books 3-4,JAPNxxxx,-
Waseda University,Japan,-,Social and International Relations of Japan ,JAPNxxxx,-
Waseda University,Japan,-,Watching and Writing Contents of News and Commentary 5,JAPNxxxx,-
American University of Central Asia,Kyrgyzstan,-,Introduction to Marketing,MKTG2501,-
American University of Central Asia,Kyrgyzstan,-,Organizational Behavior,MGMT3405,-
University of Latvia,Latvia,-,"Culture, Literature and Art of Western Europe",ENGLxxxx,-
University of Latvia,Latvia,-,European Union I: Integration and Institutions,EUST1010,-
University of Latvia,Latvia,-,Introduction to Cultural History of Europe,HISTxxxx,-
University of Latvia,Latvia,-,Practical Latvian for International Students I,EUSTxxxx,-
University of Latvia,Latvia,-,Religion and Society in Europe,SOCIxxxx,-
University of Latvia,Latvia,-,USA Culture Studies,AMERxxxx,-
University of Luxembourg,Luxembourg,-,English Literature: A History,ENGLxxxx,-
University of Luxembourg,Luxembourg,-,Français général A1.2 (Belval),FREN1001,-
University of Luxembourg,Luxembourg,-,Grammar II,ENGLxxxx,-
University of Luxembourg,Luxembourg,-,Reading and Writing about Literature 2,ENGLxxxx,-
University of Luxembourg,Luxembourg,-,Sociolinguistics,ENGLxxxx,-
Fudan University,Mainland China,-,Accounting,ACCT1101,-
Fudan University,Mainland China,-,American Politics and Foreign Policy,AMERxxxx,-
Fudan University,Mainland China,-,China's Modern Economy,CCCH9007,-
Fudan University,Mainland China,-,China’s Belt and Road and Its Impact in the Developing World,SOCIxxxx,-
Fudan University,Mainland China,-,China’s Modern Economy,CCCH9007,-
Fudan University,Mainland China,-,Chinese Modern Poetry,CHINxxxx (CLL),-
Fudan University,Mainland China,-,Chinese Movies Review,CHIN2153,-
Fudan University,Mainland China,-,Comparative Philosophy: Chinese and Western,PHILxxxx,-
Fudan University,Mainland China,-,Corporate Finance,FINA1310,-
Fudan University,Mainland China,-,Econometrics,ECON2280,-
Fudan University,Mainland China,-,Field Archaeology,ARTHxxxx,-
Fudan University,Mainland China,-,Fundamentals of Marketing,MKTG2501,-
Fudan University,Mainland China,-,Industrial Organization,ECON2216,-
Fudan University,Mainland China,-,International Finance,FINAxxxx,-
Fudan University,Mainland China,-,Introduction to Archaeology,ARTHxxxx,-
Fudan University,Mainland China,-,"Literature in Taiwan, Hong Kong and Macao",CHIN2154,-
Fudan University,Mainland China,-,Near Mandarin Chinese,CHIN2188,-
Fudan University,Mainland China,-,Probability and Statistics,STAT1603,-
Fudan University,Mainland China,-,Psychology and Life,CCST9027,-
Fudan University,Mainland China,-,Psychology and Life,PSYC1001,-
Fudan University,Mainland China,-,Restoration of Cultural Relics,ARTHxxxx,-
Fudan University,Mainland China,-,Social Media and Social Networking,SOCIxxxx,-
Fudan University,Mainland China,-,Topics in Development Economics,ECON2262,-
Nanjing University,Mainland China,-,An Introduction to Chinese Classics,CHIN2159,-
Nanjing University,Mainland China,-,Chinese Classic Bibliography,CHIN2159,-
Nanjing University,Mainland China,-,Chinese Literary Criticism,CHIN2136,-
Nanjing University,Mainland China,-,Comparison of Chinese and Foreign Literature and Cultural Exchange,CLITxxxx,-
Nanjing University,Mainland China,-,International Relations of East Asia,POLI3052,-
Nanjing University,Mainland China,-,Media Cultural Studies: Theory and Practice,CLITxxxx,-
Nanjing University,Mainland China,-,Modern Chinese Poetry,CHINxxxx (CLL),-
Nanjing University,Mainland China,-,Semantics,CHINxxxx (CLL),-
Nanjing University,Mainland China,-,Studies on Shi-Ji,CHINxxxx (CLL),-
Nanjing University,Mainland China,-,Studies on Shuo-Wen Jie-Zi,CHIN2138,-
Nanjing University,Mainland China,-,Studies on Zhang Ailing,CHIN2178,-
Nanjing University,Mainland China,-,Study on Dream of the Red Chamber,CHINxxxx (CLL),-
Nanjing University,Mainland China,-,The Research of Shanghai Urban Culture and Literary Arts,CHINxxxx (CLL),-
Peking University,Mainland China,-,Accounting,ACCT1101,-
Peking University,Mainland China,-,Ancient Chinese Culture,CHINxxxx (CHC),-
Peking University,Mainland China,-,Ancient Chinese History (Part 2),CHINxxxx (CHC),-
Peking University,Mainland China,-,China and Africa: Global Encounters in History and Present,AFRI3005,-
Peking University,Mainland China,-,"China Economy: Technology, Growth and Global Connections",CCCH9007,-
Peking University,Mainland China,-,China in the Global Economy,ECON2249,-
Peking University,Mainland China,-,China Study in Japan,CHINxxxx (CLL),-
Peking University,Mainland China,-,Chinese Economy,CCCH9007,-
Peking University,Mainland China,-,Chinese Economy,ECON2226,-
Peking University,Mainland China,-,Chinese Language and Culture,CCCH9025,-
Peking University,Mainland China,-,Chinese Perspective on International and Global Affairs,CCCH9012,-
Peking University,Mainland China,-,Chinese Politics and Public Policy,CCCH9010,-
Peking University,Mainland China,-,Close Reading of Left Literature Cannon,CHIN1103,-
Peking University,Mainland China,-,Confucianism and Chinese Society,CHINxxxx (CHC),-
Peking University,Mainland China,-,Contemporary Chinese History,CHIN1203,-
Peking University,Mainland China,-,Development Economics with Applications to China,CCCH9007,-
Peking University,Mainland China,-,Exegetics,CHINxxxx (CLL),-
Peking University,Mainland China,-,Finance in China,FINA3318,-
Peking University,Mainland China,-,Financial Markets and Institutions,FINA2330,-
Peking University,Mainland China,-,Flowers in the Mirror: the Chinese Values,CCCH9025,-
Peking University,Mainland China,-,Folklore,CHINxxxx (CHC),-
Peking University,Mainland China,-,General Theory of Classical Confucianism,CHINxxxx (CLL),-
Peking University,Mainland China,-,Government and Politics of The P.R.C.,POLIxxxx,-
Peking University,Mainland China,-,History of Asia,HISTxxxx,-
Peking University,Mainland China,-,History of Chinese Literary Criticism,CHIN2136,-
Peking University,Mainland China,-,History of Europe,HISTxxxx,-
Peking University,Mainland China,-,History of Modern and Contemporary Sino-Soviet Relations,HISTxxxx,-
Peking University,Mainland China,-,History of the Relations between China and Foreign Countries,CHINxxxx (CHC),-
Peking University,Mainland China,-,History of Western Fine Arts,ARTH1001,-
Peking University,Mainland China,-,History of World Cinema,HISTxxxx,-
Peking University,Mainland China,-,Holy Roman Empire: Manuscripts and Texts,HISTxxxx,-
Peking University,Mainland China,-,Intermediate Macroeconomics,ECON2220,-
Peking University,Mainland China,-,Introduction to Ancient Chinese Texts,CHIN2159,-
Peking University,Mainland China,-,Introduction to Chinese Economy,CCCH9007,-
Peking University,Mainland China,-,Introduction to Chinese Economy,ECON2226,-
Peking University,Mainland China,-,Introduction to Museum Study,ARTH2056,-
Peking University,Mainland China,-,Introduction to Music,MUSIxxxx,-
Peking University,Mainland China,-,Introduction to World Art History,ARTHxxxx/FINExxxx,-
Peking University,Mainland China,-,"Kunqu Opera, the First Intangible Cultural Heritage",MUSIxxxx,-
Peking University,Mainland China,-,Literary Criticism in Modern China,CHINxxxx (CLL),-
Peking University,Mainland China,-,Macroeconomics,ECON1220,-
Peking University,Mainland China,-,Marketing,MKTG2501,-
Peking University,Mainland China,-,Media and Society in China,CLITxxxx,-
Peking University,Mainland China,-,Media and Society in China,SINO2007,-
Peking University,Mainland China,-,Modern Chinese Fiction through Film,CLITxxxx,-
Peking University,Mainland China,-,Modern Chinese Literature and City,CHINxxxx (CLL),-
Peking University,Mainland China,-,Modern Chinese Literature and Culture,CHINxxxx (CLL),-
Peking University,Mainland China,-,Practice of Innovation and Entrepreneurship,IIMT2628,-
Peking University,Mainland China,-,Republic,PHILxxxx,-
Peking University,Mainland China,-,Selected Readings of Ancient Chinese Literature (II),CHINxxxx (CLL),-
Peking University,Mainland China,-,Selected Topics in Women's History of Ancient China,CHINxxxx (CHC),-
Peking University,Mainland China,-,Social Stratification and Mobility,CCHU9011,-
Peking University,Mainland China,-,Special Topics on the History of the Communist Party of China,HISTxxxx,-
Peking University,Mainland China,-,Studies of Chinese Society (Political Science),POLIxxxx,-
Peking University,Mainland China,-,Studies on Chinese Mythology,CHINxxxx (CLL),-
Peking University,Mainland China,-,Studies on Modern Chinese Particles,CHIN2168,-
Peking University,Mainland China,-,Study of The Dream of the Red Mansion,CHINxxxx (CLL),-
Peking University,Mainland China,-,Study of the Journey to the West,CHINxxxx (CLL),-
Peking University,Mainland China,-,Sustainability Theory and Practices,CCGL9040,-
Peking University,Mainland China,-,The Official Rank System of Traditional China,CHINxxxx (CHC),-
Peking University,Mainland China,-,The Rise of China and Change in World Politics,SINO2009,-
Peking University,Mainland China,-,The Skill of Painting,ARTHxxxx,-
Peking University,Mainland China,-,The United Kingdom from the Union with Ireland (1801) to Brexit (2016),HISTxxxx,-
Peking University,Mainland China,-,Topics in Chinese Lexicology,CHIN2177,-
Peking University,Mainland China,-,Visual Communication for a Global World,ENGLxxxx,-
Renmin University of China,Mainland China,-,Chinese General History (Pre-modern History 2),CHIN1212,-
Renmin University of China,Mainland China,-,Medieval History of the World,HISTxxxx,-
Tsinghua University,Mainland China,-,A Companion to the Historiography Method,CHIN2235,-
Tsinghua University,Mainland China,-,Brain and Language Cognition,LING2048,-
Tsinghua University,Mainland China,-,Chinese Characters and Culture,CHIN2138,-
Tsinghua University,Mainland China,-,Images of China in English Literature,CLITxxxx,-
Tsinghua University,Mainland China,-,Introduction to Psychology of Reading,LING2055,-
Tsinghua University,Mainland China,-,Introduction to the History of Chinese Language,CHINxxxx (CLL),-
Tsinghua University,Mainland China,-,Introduction to the History of Chinese Language,LINGxxxx,-
Tsinghua University,Mainland China,-,Literary Theory,CHIN1119,-
Tsinghua University,Mainland China,-,Modern Chinese Literary Canon,CHIN1103,-
Tsinghua University,Mainland China,-,Modern Chinese Phonetics and Lexicology,LINGxxxx,-
Tsinghua University,Mainland China,-,Reading Daodejing and Analects,CHIN2164,-
Tsinghua University,Mainland China,-,Reading Guide for Hongloumeng (Dream of Red Mansions),CHINxxxx (CLL),-
Tsinghua University,Mainland China,-,Selected Readings of Shi-jing,CHIN2147,-
Tsinghua University,Mainland China,-,Seminar on Mencius,CHIN2147,-
Tsinghua University,Mainland China,-,Studies of Historical Literature,CHIN2259,-
Tsinghua University,Mainland China,-,The Discourse of Chinese Classics,CHINxxxx (CLL),-
Zhejiang University,Mainland China,-,Inclusive Development,CCST9020,-
Instituto Tecnológico y de Estudios Superiores de Monterrey,Mexico,-,Español intermedio II,SPANxxxx,-
Instituto Tecnológico y de Estudios Superiores de Monterrey,Mexico,-,Introduction to Mexican Culture,SPANxxxx,-
Universidad de Monterrey,Mexico,-,Español L2 Intermedio Alto,SPAN3001,-
Universidad de Monterrey,Mexico,-,Vida y Cultura de México ,SPANxxxx,-
The University of Auckland,New Zealand,-,Early Text: Modern Inventions,ENGLxxxx,-
The University of Auckland,New Zealand,-,Mapping Our World,GEOGxxxx,-
The University of Auckland,New Zealand,-,Phonetics and Phonology,ENGLxxxx,-
The University of Auckland,New Zealand,-,Syntax,ENGLxxxx,-
University of Canterbury,New Zealand,-,Media and Society,LCOMxxxx,-
University of Canterbury,New Zealand,-,Media Audiences,LCOMxxxx,-
University of Canterbury,New Zealand,-,Social Media,LCOMxxxx,-
University of Bergen,Norway,-,Comparative Arctic Indigenous Governance,POLIxxxx,-
University of Bergen,Norway,-,English Linguistics: History of English,ENGLxxxx,-
University of Bergen,Norway,-,English Linguistics: Modern Linguistics,ENGLxxxx,-
University of Bergen,Norway,-,English Literature and Culture: Literatures of Encounter,ENGLxxxx,-
University of Bergen,Norway,-,English Literature and Culture: Sources of the Supernatural in US Literature,ENGLxxxx,-
University of Bergen,Norway,-,Europe after 1945: Transformations in European Economies and Societies,HISTxxxx,-
University of Bergen,Norway,-,Populism and Its Consequences for Liberal Democracy,POLIxxxx,-
University of Bergen,Norway,-,Scandinavian Literature - 20th and 21st Century Scandinavian Area Studies,ENGLxxxx,-
University of Bergen,Norway,-,Short Introductory Course in Norwegian Language,EUSTxxxx,-
University of Bergen,Norway,-,Systems of Governance and the Global Challenges of Energy and Climate,POLIxxxx,-
University of Bergen,Norway,-,Term Paper in English Literature and Culture,ENGLxxxx,-
University of Oslo,Norway,-,Classical Mythology,ENGLxxxx,-
University of Oslo,Norway,-,Norwegian Life and Society,EUSTxxxx,-
Ewha Womans University,Republic of Korea,-,Classical Sociological Theory,SOCIxxxx,-
Ewha Womans University,Republic of Korea,-,Communication & Society,SOCI2080,-
Ewha Womans University,Republic of Korea,-,Comparative Study in Korean & Asian History,KORExxxx,-
Ewha Womans University,Republic of Korea,-,Environmental Ecology,GEOGxxxx,-
Ewha Womans University,Republic of Korea,-,Human Being and Philosophical Thinking,PHILxxxx,-
Ewha Womans University,Republic of Korea,-,Introduction to Economics,ECON1210,-
Ewha Womans University,Republic of Korea,-,Korea from Antiquity to 1900,KORE2036,-
Ewha Womans University,Republic of Korea,-,Korean 3 (language electives),KORExxxx,-
Ewha Womans University,Republic of Korea,-,Korean Film and Media Studies,KORE2040,-
Ewha Womans University,Republic of Korea,-,Korean Language and Writing,KORE3023,-
Ewha Womans University,Republic of Korea,-,Practical Korean 101,KORE1001,-
Ewha Womans University,Republic of Korea,-,Sociology of Crime,SOCIxxxx,-
Ewha Womans University,Republic of Korea,-,Television Production,JMSC2017,-
Ewha Womans University,Republic of Korea,-,The Korean Economy,KORExxxx,-
Ewha Womans University,Republic of Korea,-,Understanding Psychology,PSYC1001,-
Hanyang University,Republic of Korea,-,Consumer Behavior,MKTG3501,-
Hanyang University,Republic of Korea,-,Digital Studio,JMSCxxxx,-
Hanyang University,Republic of Korea,-,Introduction to Marketing and International Marketing,MKTG2501,-
Hanyang University,Republic of Korea,-,Introduction to Psychology,PSYC1001,-
Hanyang University,Republic of Korea,-,Marketing Management,MKTG2501,-
Hanyang University,Republic of Korea,-,Marketing Research,MKTG3502,-
Hanyang University,Republic of Korea,-,Services Marketing,MKTG3525,-
Hanyang University,Republic of Korea,-,Strategic Management,STRA4701,-
Korea University,Republic of Korea,-,Adverting Management,MKTG3511,-
Korea University,Republic of Korea,-,Beginner’s Korean I,KORE1001,-
Korea University,Republic of Korea,-,Business Ethics,PHILxxxx,-
Korea University,Republic of Korea,-,Business Statistics,STAT1602,-
Korea University,Republic of Korea,-,Business Statistics,STAT1603,-
Korea University,Republic of Korea,-,Calculus I,MATH1013,-
Korea University,Republic of Korea,-,Chinese Classical Novels II,CHIN2127,-
Korea University,Republic of Korea,-,Consumer Behavior,MKTG3501,-
Korea University,Republic of Korea,-,Contemporary Korean Society,SOCIxxxx,-
Korea University,Republic of Korea,-,Corporate Finance,FINA2312,-
Korea University,Republic of Korea,-,Econometrics I,ECON2280,-
Korea University,Republic of Korea,-,Elementary Japanese Conversation,JAPNxxxx,-
Korea University,Republic of Korea,-,English in Media,ENGLxxxx,-
Korea University,Republic of Korea,-,Financial Management,FINA1310,-
Korea University,Republic of Korea,-,Financial Statement Analysis,ACCT3114,-
Korea University,Republic of Korea,-,Futures and Options,FINA2322,-
Korea University,Republic of Korea,-,Insurance and Risk Management,FINA2342,-
Korea University,Republic of Korea,-,International Business,STRA3702,-
Korea University,Republic of Korea,-,International Marketing,MKTG3523,-
Korea University,Republic of Korea,-,Internet Marketing,MKTG3524,-
Korea University,Republic of Korea,-,Introduction to Korean History & Culture,HISTxxxx,-
Korea University,Republic of Korea,-,Introduction to Korean Linguistics,LINGxxxx,-
Korea University,Republic of Korea,-,Introduction to Korean Studies,KORE1021,-
Korea University,Republic of Korea,-,Introduction to Management Information Systems,IIMT2601,-
Korea University,Republic of Korea,-,Introduction to Marketing,MKTG2501,-
Korea University,Republic of Korea,-,Introduction to Media,SOCI2085,-
Korea University,Republic of Korea,-,Introduction to Media Criticism,SOCI2006,-
Korea University,Republic of Korea,-,Introduction to Microeconomics,ECON1210,-
Korea University,Republic of Korea,-,Introduction to Sociology,SOCI1001,-
Korea University,Republic of Korea,-,Introductory to Korean History and Culture,HISTxxxx,-
Korea University,Republic of Korea,-,Investments,FINA2320,-
Korea University,Republic of Korea,-,Korean Cinema & Visual Culture,CLITxxxx,-
Korea University,Republic of Korea,-,Korean Cinema and Visual Culture,KORE2040,-
Korea University,Republic of Korea,-,Macroeconomics,ECON1220,-
Korea University,Republic of Korea,-,Management Information Systems,IIMT2601,-
Korea University,Republic of Korea,-,Management Strategy,STRA4701,-
Korea University,Republic of Korea,-,Marketing Research,MKTG3502,-
Korea University,Republic of Korea,-,Marketing Strategy,MKTG3531,-
Korea University,Republic of Korea,-,Marketing Strategy,STRA4701,-
Korea University,Republic of Korea,-,Mass Media and Popular Culture in Korea,SOCIxxxx,-
Korea University,Republic of Korea,-,Media and Popular Culture in Korea,SOCI2080,-
Korea University,Republic of Korea,-,Microeconomics,ECON1210,-
