University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Course-Code,HKU-Course-Title
Griffith University,Australia,2015PSY,Developmental Psychology,PSYC2009,Life-span developmental psychology
Griffith University,Australia,2016PSY,Personality Psychology,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,2017GIR,International Relations Theory,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,2019GIR,Politics of International Law and Organisations,TPOL9000,Unmapped advanced course for Politics and Public Administration
Griffith University,Australia,2020PSY,Career Psychology and Counselling,SOWK2120,Counselling in business setting
Griffith University,Australia,2020PSY,Career Psychology and Counselling,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,2048IBA,Understanding Asia: From Silk to Belt Roads ,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,2059LHS,A History of Nature,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,2101LHS,Australia and The World,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,2101LHS,Australia and The World: 1788 to the Present,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,2107ENV,Introduction to Geographic Information Systems,GEOG2090,Introduction to geographic information systems
Griffith University,Australia,2143LHS,Sociology of Identity,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,2143LHS,Sociology of Identity,TSOC9000,Unmapped advanced course for Sociology
Griffith University,Australia,2204HSL,Tourism Management Principles,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,2512LHS ,Public Writing,TJMS9000,Unmapped advanced course for Journalism and Media Studies
Griffith University,Australia,2903ENV,"Urban Design History, Theory and Methods",GEOG2065,Urban planning: principles and practices
Griffith University,Australia,3005PSY,Counselling Theory and Practice,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,3009AHS,Exercise and Sport Psychology,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,3011PSY,Lifespan Development,PSYC2009,Life-span developmental psychology
Griffith University,Australia,3013GIR,Power and Policy Making,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,3015CCJ,Youth Justice,SOWK2034,Youth crime and juvenile justice issues
Griffith University,Australia,3018PSY,Behaviour Change Skills,TGCR9000,Global Citizenship for Social Sciences
Griffith University,Australia,3022PSY,Applied Social Psychology ,TPSY9000,Unmapped advanced course for Psychology
Griffith University,Australia,3307ENV,Environmental and Social Futures,TGEO9000,Unmapped advanced course for Geography
Griffith University,Australia,3506LHS,Feature Writing,TGCR9000,Global Citizenship for Social Sciences
Macquarie University,Australia,BBA220,Entrepreneurship and New Venture Management,TGCR9000,Global Citizenship for Social Sciences
Macquarie University,Australia,GEN110,Freedom Dreams: Foundations in Gender Studies,TFSS9001,Unmapped introductory course for Social Sciences
Macquarie University,Australia,GEOP340,Rethinking Resource Management,GEOG2127,Environmental management
Macquarie University,Australia,HRM 107,Introduction to Human Resources,TGCR9000,Global Citizenship for Social Sciences
Macquarie University,Australia,INTS210,Modern Chinese History,TGCR9000,Global Citizenship for Social Sciences
Macquarie University,Australia,PSY246,Cognitive Processes I,PSYC2007,Cognitive psychology
Macquarie University,Australia,PSY339,Applied Child and Adolescent Psychology,PSYC2009,Life-span developmental psychology
Macquarie University,Australia,PSYC2201,Counselling Approaches and Principles,TPSY9000,Unmapped advanced course for Psychology
Macquarie University,Australia,PSYU2224,"Psychology, Health and Wellbeing",PSYC2065,Health psychology
Macquarie University,Australia,PSYU2234,Social and Personality Psychology,PSYC2020,Fundamentals of social psychology
Macquarie University,Australia,PSYU3337,Psychopathology,SOWK2008,Human behaviour and the social environment (II)
Macquarie University,Australia,SOC222,Theories of Modernity,TGCR9000,Global Citizenship for Social Sciences
Monash University,Australia,ATS2169,Photojournalism,TJMS9000,Unmapped advanced course for Journalism and Media Studies
Monash University,Australia,ATS2400,Personality: Beyond the persona,TGCR9000,Global Citizenship for Social Sciences
Monash University,Australia,ATS2561,Sex and the media,TGCR9000,Global Citizenship for Social Sciences
Monash University,Australia,ATS2561,Sex and the Media,TSOC9000,Unmapped advanced course for Sociology
Monash University,Australia,ATS2716,Cultural Diversity and Identity,SOCI2091,Sociology of culture
Monash University,Australia,ATS2716,Cultural diversity and identity,TGCR9000,Global Citizenship for Social Sciences
Monash University,Australia,ATS2718,"Families, Relationship and Society",SOCI2021,Marriage and the family
Monash University,Australia,ATS2788,Audio Storytelling,JMSC2018,Introduction to audio journalism
Monash University,Australia,ATS3399,The Politics of Identity,TGCR9000,Global Citizenship for Social Sciences
Monash University,Australia,ATS3466,"Sex, gender and crime",TGCR9000,Global Citizenship for Social Sciences
Monash University,Australia,ATS3563,Global Consumption,TGCR9000,Global Citizenship for Social Sciences
Monash University,Australia,ATS3627,"Global Cultures, Media Flows: Creating and Consuming (Popular) Culture",TSOC9000,Unmapped advanced course for Sociology
Monash University,Australia,ATS3669,Sounds of the Languages of the World,LING2027,Phonology: An introduction to the study of sound systems
Monash University,Australia,ATS3730,Sustainability and Society ,TPOL9000,Unmapped advanced course for Politics and Public Administration
Monash University,Australia,HSC2300,Health Promotion and Disease Prevention,TGCR9000,Global Citizenship for Social Sciences
Monash University,Australia,MGF2351,International business,TGCR9000,Global Citizenship for Social Sciences
Monash University,Australia,PSY2061,Biological Psychology,PSYC2022,Biological psychology
Monash University,Australia,PSY2071,Developmental psychology,PSYC2009,Life-span developmental psychology
University of Adelaide,Australia,ABORIG 1002,Indigenous Scholarship & the Interplay of Knowledges,TGCR9000,Global Citizenship for Social Sciences
University of Adelaide,Australia,CRIM 1001,Understanding Criminology,SOCI2071,Criminology
University of Adelaide,Australia,GEND 1106,Introduction to Gender Studies,TSOC9000,Unmapped advanced course for Sociology
University of Adelaide,Australia,MDIA 1002,Introduction to Media,TJMS9001,Unmapped introductory course for Journalism and Media Studies
University of Adelaide,Australia,PSYCHOL 2005,Foundations Health & Lifespan Development,TPSY9000,Unmapped advanced course for Psychology
University of Adelaide,Australia,PSYCHOL 2007 ,Psychology in Society,TGCR9000,Global Citizenship for Social Sciences
University of Adelaide,Australia,PSYCHOL 3022,"Individual Differences, Personality & Assessment",PSYC2019,Psychology of personality
University of Adelaide,Australia,PSYCHOL 3026,Learning and Behaviour,TPSY9000,Unmapped advanced course for Psychology
University of Melbourne,Australia,ANCW20015,Classical Mythology,TGCR9000,Global Citizenship for Social Sciences
University of Melbourne,Australia,ECON10003,Introductory Macroeconomics,ECON1220,Introductory macroeconomics
University of Melbourne,Australia,ECON10005,Quantitative Methods 1,STAT1603,Introductory statistics
University of Melbourne,Australia,MECM20012,Analysing Professional Communication,TSWK9000,Unmapped advanced course for Social Work and Social Administration
University of Melbourne,Australia,MGMT20001,Organisational Behaviour,TGCR9000,Global Citizenship for Social Sciences
University of Melbourne,Australia,MUSI20149,Music Psychology,TGCR9000,Global Citizenship for Social Sciences
University of Melbourne,Australia,PSYC20006,Biological Psychology,PSYC2022,Biological psychology
University of Melbourne,Australia,PSYC20007,Cognitive Psychology,PSYC2007,Cognitive psychology
University of Melbourne,Australia,PSYC30012,The Unconscious Mind,TGCR9000,Global Citizenship for Social Sciences
University of Melbourne,Australia,PSYC30019,Development of the Thinking Child,TPSY9000,Unmapped advanced course for Psychology
University of Melbourne,Australia,PSYC30020,The Integrated Brain,TPSY9000,Unmapped advanced course for Psychology
University of Melbourne,Australia,PSYC30022,Trends in Personality& Social Psychology,TPSY9000,Unmapped advanced course for Psychology
University of New England,Australia,ECON144,The International Economy,POLI3080,Global political economy
University of New England,Australia,EXSC220,Introductory Exercise Physiology,EXSC2003,Exercise physiology
University of New England,Australia,MM311,Consumer Behaviour,MKTG3501,Consumer behaviour
University of New England,Australia,PAIS101,Beyond Lies and Spin: Why Politics Matters,TGCR9000,Global Citizenship for Social Sciences
University of New England,Australia,PAIS314,21st Century International Relations,TGCR9000,Global Citizenship for Social Sciences
University of New England,Australia,PAIS314,21st Century International Relations,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of New England,Australia,PEAC100,Introduction to Peace Studies,TGCR9000,Global Citizenship for Social Sciences
University of New England,Australia,PEAC100,Introduction to Peace Studies,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of New England,Australia,PSYC200,Social Psychology,PSYC2020,Fundamentals of social psychology
University of New England,Australia,PSYC304,Health Psychology,PSYC2065,Health psychology
University of New England,Australia,PSYC307,Motivation and Emotion,TPSY9000,Unmapped advanced course for Psychology
University of New England,Australia,PSYC366,Biopsychology,PSYC2022,Biological psychology
University of New South Wales,Australia,ARTS1090,"Media, Culture and Everyday Life",TFSS9001,Unmapped introductory course for Social Sciences
University of New South Wales,Australia,ARTS2093,Social Media,GCIN2020,New media and social media
University of New South Wales,Australia,ARTS2093,Social Media,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,ARTS2200,"Global Feminisms: Competing Visions, Varying Histories",TFSS9000,Unmapped advanced course for Social Sciences
University of New South Wales,Australia,ARTS2242,The politics of climate change,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,ARTS2374,Ways of reasoning ,TFSS9001,Unmapped introductory course for Social Sciences
University of New South Wales,Australia,ARTS2850 ,Constitutions and Revolutions,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,ARTS2876,Understanding the Self,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,ARTS3640 ,Japan and Korea: Cultures in Conflict,TFSS9000,Unmapped advanced course for Social Sciences
University of New South Wales,Australia,ARTS3846,Political actors,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of New South Wales,Australia,ARTS3849 ,"Peoples, States and Sovereignty",TPOL9000,Unmapped advanced course for Politics and Public Administration
University of New South Wales,Australia,BEES6741,Astriobiology - Life in the Universe,EASC2411,Introduction to the Earth-Life system
University of New South Wales,Australia,BEES6800,The Science of Science Communication,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,CLIM2002,Risks and Impacts of a Changing Climate,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,COMM 1000,Creating Social Change,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,CRIM1010,Criminology: An Introduction,SOCI2071,Criminology
University of New South Wales,Australia,CRIM1010,Criminology: An Introduction,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,DDES1140,Graphics 1 - Image and Type,TFSS9001,Unmapped introductory course for Social Sciences
University of New South Wales,Australia,ECON1101,Microeconomics 1,ECON1210,Introductory microeconomics
University of New South Wales,Australia,EDST1101,Educational Psychology,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,GENC3004,Personal Finance,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,GENL1022,Women and Religion,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,NEUR3221,Neurophysiology,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,PSYC1022,The Psychology of Addiction,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,PSYC1023,Abnormal Psychology,PSYC2062,Introduction to psychopathology
University of New South Wales,Australia,PSYC1023,Abnormal Psychology,SOWK2008,Human behaviour and the social environment (II)
University of New South Wales,Australia,PSYC1025,Psychology of Work,PSYC2063,Industrial/organizational psychology
University of New South Wales,Australia,PSYC1025,Psychology of Work,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,PSYC1025,Psychology of Work,TPSY9000,Unmapped advanced course for Psychology
University of New South Wales,Australia,PSYC1027,"Forensic Psychology: Crime, Courts and Corrections",TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,PSYC1028,Psychology of Human Centred Design,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,PSYC2061,Social and Developmental Psychology,TPSY9000,Unmapped advanced course for Psychology
University of New South Wales,Australia,PSYC3241,Psychobiology of Memory and Motivation,TPSY9000,Unmapped advanced course for Psychology
University of New South Wales,Australia,PSYC3301,Psychology and Law,TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,PSYC3331,Health Psychology,PSYC2065,Health psychology
University of New South Wales,Australia,SOCW1001,Introduction to Social Work,SOWK1002,Introduction to social work
University of New South Wales,Australia,SOCW2003 ,"Counselling: Engagement, Assessment and Brief Intervention",TGCR9000,Global Citizenship for Social Sciences
University of New South Wales,Australia,SOCW4012 ,Social Work Practice in Mental Health and Trauma,TGCR9000,Global Citizenship for Social Sciences
University of Queensland,Australia,ANTH1008,Introduction to Anthropology,SOCI1003,Introduction to anthropology
University of Queensland,Australia,AUST2000,Australian Popular Culture,TFSS9001,Unmapped introductory course for Social Sciences
University of Queensland,Australia,COMU2150,Media and Identity,TSOC9000,Unmapped advanced course for Sociology
University of Queensland,Australia,COMU2170,Intercultural Communication,TGCR9000,Global Citizenship for Social Sciences
University of Queensland,Australia,DRAM1000,Drama Performance Analysis ,TFSS9000,Unmapped advanced course for Social Sciences
University of Queensland,Australia,ECON1010,Introductory Microeconomics,ECON1210,Introductory microeconomics
University of Queensland,Australia,KORN1010,Spoken Korean IA,KORE1001,Korean I.1
University of Queensland,Australia,PSYC1040,Psychological Research Methodology I ,PSYC1004,Introduction to quantitative methods in psychology
University of Queensland,Australia,PSYC2030,Developmental Psychology,PSYC2009,Life-span developmental psychology
University of Queensland,Australia,PSYC2040,Social and Organisational Psychology,PSYC2020,Fundamentals of social psychology
University of Queensland,Australia,PSYC2040,Social and Organisational Psychology,PSYC2020,Fundamentals of social psychology
University of Queensland,Australia,PSYC2040,Social and Organizational Psychology ,TGCR9000,Global Citizenship for Social Sciences
University of Queensland,Australia,PSYC2050,Learning and Cognition,PSYC2007,Cognitive psychology
University of Queensland,Australia,PSYC2050,Learning and Cognition,PSYC2007,Cognitive psychology
University of Queensland,Australia,PSYC2311,Developmental Disorders of Childhood,TGCR9000,Global Citizenship for Social Sciences
University of Queensland,Australia,PSYC2361,Psychology of Criminal Justice,TGCR9000,Global Citizenship for Social Sciences
University of Queensland,Australia,PSYC2381 ,Positive Psychology,TGCR9000,Global Citizenship for Social Sciences
University of Queensland,Australia,SOCY2040,"Families,Households and the Life Course",TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,N/A,Building and Managing Brands,MKTG3512,Brand management
University of Sydney,Australia,N/A,Philosophy in Film,TFSS9000,Unmapped advanced course for Social Sciences
University of Sydney,Australia,ANHS1602,Greek and Roman Myth,TFSS9001,Unmapped introductory course for Social Sciences
University of Sydney,Australia,ANTH1001,Cultural Difference: An Introduction ,SOCI1003,Introduction to anthropology
University of Sydney,Australia,ANTH1001,Introduction to Anthropology,SOCI1003,Introduction to anthropology
University of Sydney,Australia,ARCO1000,Ancient People: Hunters and Farmers,TFSS9001,Unmapped introductory course for Social Sciences
University of Sydney,Australia,BANK2011,Banking and the Financial System,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,BIOL3046,Animal Behaviour,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,BIOS2062,Neuroscience II: Communication Disorders,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,CHNS2003,Gender and Women in Chinese Literature,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,CRIM2603,Current Issues in Criminal Justice,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,CRIM3601,Medico-Legal and Forensic Criminology,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,CRIM3601,Medico-Legal and Forensic Criminology,TSOC9000,Unmapped advanced course for Sociology
University of Sydney,Australia,DECO2101,Visual Communication,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,ECMT1010,Introduction to Economic Statistics,ECON1280,Analysis of economic data
University of Sydney,Australia,ECON1001,Introductory Microeconomics,ECON1210,Introductory microeconomics
University of Sydney,Australia,ECOP2012,Social Foundations of Modern Capitalism,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of Sydney,Australia,ECOP3017,Human Rights in Development,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of Sydney,Australia,ECOP3911,Theories in Political Economy,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of Sydney,Australia,ECOS2001,Intermediate Microeconomics,ECON2210,Intermediate microeconomics
University of Sydney,Australia,ECOS2002,Intermediate Macroeconomics,ECON2220,Intermediate macroeconomics
University of Sydney,Australia,ECOS3004,History of Economic Thought,ECON2272,History of economic thought
University of Sydney,Australia,EDGU1003,Diet and Nutrition for Health and Sport,TFSS9001,Unmapped introductory course for Social Sciences
University of Sydney,Australia,EDGU1003,Diet and Nutrition for Health and Sport,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,EDUF2006,Educational Psychology,PSYC2035,Introduction to educational psychology
University of Sydney,Australia,EDUF2006,Educational Psychology,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,EDUH4052,Learning in Outdoor Education,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,ENVI3111,Environmental Law and Ethics,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,FINC2011,Corporate Finance I,FINA1310,Corporate finance
University of Sydney,Australia,FINC3012,Derivative Securities,FINA2322,Derivatives
University of Sydney,Australia,FINC3019,Fixed Income Securities,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GCST2610,"Intimacy, Love and Friendship",TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GCST2610,"Intimacy, Love and Friendship",TSOC9000,Unmapped advanced course for Sociology
University of Sydney,Australia,GCST2630,Consumer Cultures,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GEOS 2123,The Geography of Cities and Regions,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GEOS1001 ,"Earth, Environment and Society",GEOG1003,Contemporary global environmental issues
University of Sydney,Australia,GEOS2111,Natural Hazards: a GIS Approach,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GEOS3520,Urban Citizenship and Sustainability,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GEOS3524,Global Development and Livelihoods,GEOG2030,Global development
University of Sydney,Australia,GEOS3524,Global Development and Livelihoods,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GOVT1621,Introduction to International Relations,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GOVT2225,International Security in 21st Century,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GOVT2228,Environmental Politics,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GOVT2921,Intermediate International Relations,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GOVT2941,Making Policy in Political Context,POLI3027,The Politics of the European Union
University of Sydney,Australia,GOVT2941,Making Policy in Political Context,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GOVT3622,Politics of Intl Economic Relations,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of Sydney,Australia,GOVT3631 ,Politics of the Global South,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GOVT3672,American Politics and Foreign Policy,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,GOVT3980,Democracy and Dictatorship,POLI3010,Democracy and its critics
University of Sydney,Australia,HPSC3023,History & Philosophy of Psychology and Psychiatry,TPSY9000,Unmapped advanced course for Psychology
University of Sydney,Australia,HPSC3023,Psychology and Psychiatry: History and Phil,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,HSBH3015,Mental Health Rehabilitation,TSWK9000,Unmapped advanced course for Social Work and Social Administration
University of Sydney,Australia,HSBH3026,Industry and Community Project,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,HSTY2711,Revolutionary Europe 1780-1920,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,IBUS1102,Cross-Cultural Management,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,INFO1110,Introduction to programming,COMP1117,Computer programming
University of Sydney,Australia,KRNS1621,Korean 1,KORE1001,Korean I.1
University of Sydney,Australia,MECO2603,Public Relations ,JMSC2021,Introduction to strategic communication
University of Sydney,Australia,MKTG1001,Marketing Principles,MKTG2501,Introduction to marketing
University of Sydney,Australia,MKTG1002,Marketing Research,MKTG3502,Marketing research
University of Sydney,Australia,MKTG2112,Consumer Behaviour,MKTG3501,Consumer behaviour
University of Sydney,Australia,MKTG2112,Consumer Behaviour,MKTG3501,Consumer behaviour
University of Sydney,Australia,MKTG3114,New Products Marketing,MKTG3526,Innovation and new product development
University of Sydney,Australia,MKTG3114,New Products Marketing,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,MUSC2638,Jazz Riots and Revolutions,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,MUSC2645,Psychology of Music,MUSI2059,Music and the mind
University of Sydney,Australia,MUSC2653,Introduction to Digital Music Techniques,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,PHIL2617,Practical Ethics,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,PHIL2623,Moral Psychology,TFSS9000,Unmapped advanced course for Social Sciences
University of Sydney,Australia,PSYC2010,Brain and Behaviour,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,PSYC2015,Brain and Behavioural Psychology,PSYC2022,Biological psychology
University of Sydney,Australia,PSYC2015,Brain and Behavioural Psychology,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,PSYC2016,"Perception, Cognition, and Intelligence",PSYC2007,Cognitive psychology
University of Sydney,Australia,PSYC3011,Learning and Behaviour,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,PSYC3012,"Cognition, Language and Thought",TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,PSYC3012,Cognitive Psychology,PSYC2066,Foundations of cognitive science
University of Sydney,Australia,PSYC3013,Perceptual Systems,PSYC2051,Perception
University of Sydney,Australia,PSYC3015,Personality and Psychological Assessment ,PSYC2019,Psychology of personality
University of Sydney,Australia,PSYC3017,Social Psychology,PSYC2020,Fundamentals of social psychology
University of Sydney,Australia,PSYC3018,Abnormal Psychology,PSYC2062,Introduction to psychopathology
University of Sydney,Australia,PSYC3020,Applied Psychology,TPSY9000,Unmapped advanced course for Psychology
University of Sydney,Australia,SCPL2604,Comparative Social Policy,TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,SCPL2604,Comparative Social Policy,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of Sydney,Australia,SCWK1002 ,Introduction to Human Services,TSWK9001,Unmapped introductory course for Social Work and Social Administration
University of Sydney,Australia,SCWK2006,Research Skills for Social Change,SOWK2085,Social service research I: methodology
University of Sydney,Australia,SLSS3603,"Social Justice, Law and Society",TSOC9000,Unmapped advanced course for Sociology
University of Sydney,Australia,USSC2602,"US Politics: Elections, Presidents, Laws",TGCR9000,Global Citizenship for Social Sciences
University of Sydney,Australia,WORK1004,Foundations of Management,MGMT2401,Principles of management
University of Sydney,Australia,WORK2205,HR Strategies and Processes,MGMT3434,Human resources: theory and practice
University of Sydney,Australia,WORK2210,Strategic Management,STRA4701,Strategic management
University of Western Australia,Australia,ANTH3501,"Mind, Body, Culture",TGCR9000,Global Citizenship for Social Sciences
University of Western Australia,Australia,ARCY1001,Great Discoveries in Global Archaeology,TFSS9001,Unmapped introductory course for Social Sciences
University of Western Australia,Australia,COMM3001,Case Studies in Communication,TJMS9000,Unmapped advanced course for Journalism and Media Studies
