University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Course-Code,HKU-Course-Title
University of Nottingham,,,Law of Trusts (LAWW3114),,Equity & Trusts I & II
University of Nottingham,,,Philosophical Foundations of  Criminal Justice ( LAWW4025),,Introduction to Legal  Theory
University of Nottingham,,,Modern Issues in Legal Theory  (M22115),,Introduction to Legal  Theory
University of Ottawa,,,Jurisprudence (CML3241),,Introduction to Legal  Theory
University of Ottawa,,,Administrative Law (CML2313),,Administrative Law
University of Ottawa,,,Business Organizations (CML2302A);  or  ,,Business Associations
University of Ottawa,,,Business Organizations (CML2302B),,Business Associations
University of Ottawa,,,Social Justice Law (CML3112),,Introduction to Legal  Theory
University of Oxford,,,Law of Evidence,,Evidence I
University of Oxford,,,Evidence,,Evidence I
University of Oxford,,,Trusts,,Equity & Trusts I & II
University of Oxford,,,Jurisprudence,,Introduction to Legal  Theory
University of Oxford,,,Company Law,,Business Associations
University of Oxford,,,Criminal Law,,Criminal Law I & II
University of Oxford,,,Commercial Law,,Commercial Law
University of Oxford,,,Administrative Law,,Administrative Law
University of Pennsylvania,,,Legal Theory Workshop  ,,Introduction to Legal  Theory
University of Pennsylvania,,,Chinese Law,,Introduction to Chinese  Legal System
University of Pennsylvania,,,Administrative Law,,Administrative Law
University of Pennsylvania,,,Theories of Law,,Introduction to Legal  Theory
University of Queensland,,,Advanced Jurisprudence,,Introduction to Legal  Theory
University of Queensland,,,Jurisprudence,,Introduction to Legal  Theory
University of Queensland,,,Corporate Law (LAWS4112),,Business Associations
University of Queensland,,,Law of Evidence (LAWS4014),,Evidence I
University of Queensland,,,Law of Evidence (LAWS5216),,Evidence I
University of Queensland,,,Law of Companies,,Business Associations
University of Reading,,,Jurisprudence,,Introduction to Legal  Theory
University of Reading,,,Equity & Trusts (LW2EQT),,Equity & Trusts I & II
University of Reading,,,Criminal Law (LW1A02),,Criminal Law I & II
University of Sheffield,,,Jurisprudence B  ,,Introduction to Legal  Theory
University of Sheffield,,,Jurisprudence A: Law and Morality   ,,Introduction to Legal  Theory
University of Sheffield,,,Criminal Evidence,,Evidence I
University of Sheffield,,,Public Law II,,Administrative Law
University of Sheffield,,,"Law, Democracy and Populism",,Introduction to Legal  Theory
University of Southampton,,,Evidence and Procedure  (LAWS2007),,Evidence I
University of Southampton,,,Evidence and Procedure  (LAWS3042),,Evidence I
University of Southampton,,,Jurisprudence,,Introduction to Legal  Theory
University of Southampton,,,Equity and Trusts (visit) (LAWS2020),,Equity & Trusts I & II
University of Southampton,,,Foundations in Criminal Evidence  Law (LAWS2029),,Evidence I
University of Southampton,,,Equity and Trusts,,Equity & Trusts I & II
University of Southampton,,,Property Law II: Equity and Trusts  (LAWS2041),,Equity & Trusts I & II
University of Southampton,,,Company Law (LAWS3057 / LAWS3013  /  LAWS3108),,Business Associations
University of Southampton,,,Public Law 2: Administrative Justice  (LAWS2043),,Administrative Law
University of Southampton,,,Theories of Law and Justice  (LAWS3138),,Introduction to Legal  Theory
University of Southampton,,,"Transitional Justice: Law, War and  Crime  ",,Introduction to Legal  Theory
University of Southampton,,,Philosophical Perspectives on the  Common Law ( LAWS1025),,Introduction to Legal  Theory
University of Southampton,,,Property II (LAWS2003),,Equity & Trusts I & II
University of Southampton,,,Criminal Law (LAWS1014 / LAWS1007 /  LAWS1020),,Criminal Law I & II
University of Southern California,,,History of American Law,,Introduction to Legal  Theory
University of Southern California,,,Diversity: Legal and social  perspectives,,Introduction to Legal  Theory
University of Southern California,,,Topics in Philosophy and Law,,Introduction to Legal  Theory
University of Southern California,,,Law and Society,,Introduction to Legal  Theory
University of Southern California,,,Law and Philosophy,,Introduction to Legal  Theory
University of Sussex,,,The Law of Evidence (M3025),,Evidence I
University of Sussex,,,Equity and Trusts (M3027),,Equity & Trusts I & II
University of Sussex,,,Criminal Law (M3007),,Criminal Law I & II
University of Sydney,,,Philosophy of Law (LAWS3454),,Introduction to Legal  Theory
University of Sydney,,,Theories of Law,,Introduction to Legal  Theory
University of Toronto,,,Administrative Law,,Administrative Law
University of Toronto,,,Business Organisations (LAW212H1),,Business Associations
University of Toronto,,,Evidence Law (LAW241H1F),,Evidence I
University of Toronto,,,Alternative Approaches to Legal  Scholarship (for graduate students),,Introduction to Legal  Theory
University of Toronto,,,Foundations of Legal Theory,,Introduction to Legal  Theory
University of Toronto,,,Comparative Law Theory  (LAW458H1F),,Introduction to Legal  Theory
University of Toronto,,,Trusts (LAW233H1F) AND Fiduciary Law  (LAW240H1F) AND Remedies  (LAW276H1F),,Equity & Trusts I & II
University of Toronto,,,Theory of Private Law: Selected  Topics and Texts,,Introduction to Legal  Theory
University of Victoria,,,Theorizing & working across legal  orders,,Introduction to Legal  Theory
University of Victoria,,,Jurisprudence,,Introduction to Legal  Theory
University of Victoria,,,The Administrative Law Process,,Administrative Law
University of Victoria,,,Law of Evidence,,Evidence
University of Victoria,,,Chinese Legal System,,Introduction to Chinese  Legal System
University of Warwick,,,Law of Trusts (LA307),,Equity & Trusts I & II
University of Warwick,,,Social Theory of Law,,Introduction to Legal  Theory
University of Warwick,,,Introduction to Legal Theory,,Introduction to Legal  Theory
University of Warwick,,,Law of Business Organisations,,Business Associations
University of Warwick,,,Criminal Law,,Criminal Law I & II
University of Warwick,,,Advanced Legal System,,Evidence I
University of Warwick,,,Law of Trusts A and B (LA307),,Equity & Trusts I & II
"University of Washington , Seattle",,,"Field seminar in law, rights an  governance (LAW B 568)",,Introduction to Legal  Theory
"University of Washington , Seattle",,,Introduction to Legal Theories,,Introduction to Legal  Theory
"University of Washington , Seattle",,,"Jurisprudence LAW A 595""  (2016.02.24)",,Introduction to Legal  Theory
University of Western Australia,,,Evidence,,Evidence I
University of Western Australia,,,Corporations Law (LAWS5104),,Business Associations
University of Western Australia,,,Introduction to Legal Theory,,Introduction to Legal  Theory
